ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
188,gastroenterology-hepatology,"1,891",Hyogo College of Medicine,Japan,Nishinomiya,21.6,16.1,N/A,https://www.usnews.com/education/best-global-universities/hyogo-college-of-medicine-529298
189,gastroenterology-hepatology,143,Rutgers State University New Brunswick,United States,Piscataway Township,21.4,66.8,"46,158",https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380
190,gastroenterology-hepatology,583,Kobe University,Japan,Kobe,20.9,48.7,"15,478",https://www.usnews.com/education/best-global-universities/kobe-university-504263
191,gastroenterology-hepatology,333,Nagoya University,Japan,Nagoya,20.6,56.8,"15,224",https://www.usnews.com/education/best-global-universities/nagoya-university-501944
192,gastroenterology-hepatology,405,Jefferson University,United States,Philadelphia,20.3,54.3,N/A,https://www.usnews.com/education/best-global-universities/jefferson-university-216366
193,gastroenterology-hepatology,368,Shandong University,China,Jinan,20.3,55.4,N/A,https://www.usnews.com/education/best-global-universities/shandong-university-505166
194,gastroenterology-hepatology,"1,570",Kitasato University,Japan,Tokyo,19.4,26.2,N/A,https://www.usnews.com/education/best-global-universities/kitasato-university-505240
195,gastroenterology-hepatology,421,Jilin University,China,Changchun,19,53.9,N/A,https://www.usnews.com/education/best-global-universities/jilin-university-506709
196,gastroenterology-hepatology,363,Cairo University,Egypt,Giza,18.6,55.6,"208,524",https://www.usnews.com/education/best-global-universities/cairo-university-501834
197,gastroenterology-hepatology,112,Lund University,Sweden,Lund,18.3,69,N/A,https://www.usnews.com/education/best-global-universities/lund-university-500083
198,gastroenterology-hepatology,884,Tokyo Medical & Dental University (TMDU),Japan,Tokyo,17.9,41.2,N/A,https://www.usnews.com/education/best-global-universities/tokyo-medical-dental-university-tmdu-505893
199,gastroenterology-hepatology,667,Kyungpook National University,South Korea,Daegu,17.1,46.5,"18,892",https://www.usnews.com/education/best-global-universities/kyungpook-national-university-506312
200,gastroenterology-hepatology,"1,832",Soonchunhyang University,South Korea,Asan,15.1,18.6,N/A,https://www.usnews.com/education/best-global-universities/soonchunhyang-university-529275
